user_id,group,entry_date,converted,session_duration_sec,clicked_prompt,plan_type,device
T00292,treatment,2024-12-01,0,346.6049029076782,0,premium,desktop
C01502,control,2024-12-07,0,332.2680105487914,0,standard,desktop
T01782,treatment,2024-12-06,0,418.98997625545314,0,premium,desktop
C00605,control,2024-12-04,0,335.29669912292326,0,free,desktop
C01988,control,2024-12-05,0,379.631951960762,0,premium,mobile
C00014,control,2024-11-29,0,319.7941869433508,1,free,tablet
C01261,control,2024-11-27,0,392.91022688940313,0,standard,desktop
T01238,treatment,2024-12-08,1,339.21205948926786,0,standard,desktop
T01318,treatment,2024-12-02,0,270.4527714380799,1,standard,mobile
C00008,control,2024-12-04,0,263.34245429612895,0,free,desktop
C00889,control,2024-12-03,1,409.63885378057074,0,standard,desktop
T01148,treatment,2024-11-30,0,353.6739410802632,0,standard,desktop
T01551,treatment,2024-12-05,0,220.14421379122203,0,premium,desktop
C01444,control,2024-12-04,0,211.57741154817484,0,standard,desktop
C00393,control,2024-12-08,0,390.1969697491499,0,premium,mobile
C01582,control,2024-11-28,0,202.59541457153864,1,premium,desktop
T00858,treatment,2024-12-06,1,248.59246279179126,0,premium,desktop
C00538,control,2024-12-04,0,413.9246532327502,0,premium,desktop
C01487,control,2024-12-02,0,268.48741678735615,0,free,desktop
C00807,control,2024-11-25,0,313.24620055970985,0,standard,desktop
T01414,treatment,2024-12-02,0,299.2561368525012,0,standard,desktop
C00798,control,2024-12-06,0,402.99766930495787,1,premium,desktop
T01539,treatment,2024-12-03,0,347.57091864998273,0,standard,desktop
C01815,control,2024-12-08,0,440.4257407257436,0,free,mobile
T00329,treatment,2024-11-25,0,420.4212649082679,0,premium,desktop
T00647,treatment,2024-12-08,0,412.78921017745415,1,standard,tablet
C01424,control,2024-12-01,0,425.30338236206825,0,free,desktop
T00359,treatment,2024-11-25,0,565.3728289356651,0,standard,desktop
T01321,treatment,2024-11-30,0,385.9658102881942,0,standard,tablet
C00787,control,2024-12-01,0,280.17961552577265,0,standard,desktop
C01992,control,2024-12-06,0,197.19801020487125,0,free,mobile
C01116,control,2024-12-03,0,295.8464275157903,1,free,desktop
C01320,control,2024-11-28,0,325.0846658004093,0,standard,desktop
T01656,treatment,2024-11-29,0,395.8722411577257,0,standard,desktop
C01552,control,2024-11-29,0,183.00434352347006,0,free,desktop
C00032,control,2024-11-30,0,324.03584119770164,0,standard,mobile
C00463,control,2024-12-05,1,560.68403570792,0,standard,desktop
T00515,treatment,2024-11-29,0,219.51320248160238,0,free,mobile
T00295,treatment,2024-11-25,0,255.89876574871747,0,free,mobile
C00166,control,2024-12-04,0,456.3663996547384,0,premium,mobile
T00862,treatment,2024-11-30,0,345.02867503185615,0,free,mobile
C00414,control,2024-11-27,0,402.13034131137556,0,free,desktop
C00033,control,2024-12-07,0,224.63034747421028,0,standard,mobile
C00184,control,2024-12-01,0,244.65309220912076,0,free,tablet
T01022,treatment,2024-11-27,0,308.5490035694372,0,standard,tablet
T01240,treatment,2024-11-27,0,403.3692072869698,0,free,mobile
T01301,treatment,2024-12-08,0,366.6968470922966,0,standard,desktop
C01952,control,2024-12-04,0,583.7469910345405,0,premium,mobile
T01749,treatment,2024-11-26,0,249.93226825718222,0,free,desktop
C01621,control,2024-11-27,1,361.5369542669689,0,free,desktop
C01242,control,2024-12-05,0,280.0892116502783,1,standard,desktop
T01549,treatment,2024-12-03,0,454.9049175003678,0,free,desktop
C00721,control,2024-11-29,0,353.72800182622956,0,premium,mobile
C01174,control,2024-11-27,0,253.4379978372673,0,free,desktop
C00670,control,2024-12-07,0,283.130698825538,0,free,mobile
T01331,treatment,2024-12-02,0,234.21193528752664,0,free,desktop
C01746,control,2024-12-06,0,505.6582376124046,0,standard,desktop
T00424,treatment,2024-12-06,0,344.34698713809047,0,standard,desktop
C01556,control,2024-12-06,0,383.6701072851645,0,standard,mobile
T00866,treatment,2024-11-26,0,281.71591839697675,0,free,mobile
T01536,treatment,2024-12-01,0,412.23529450417107,1,standard,desktop
T00584,treatment,2024-11-27,0,558.1501088160394,0,free,desktop
C01744,control,2024-11-26,0,336.9722706962267,0,premium,desktop
T01867,treatment,2024-12-05,0,426.3502260572401,0,free,desktop
C00718,control,2024-11-27,0,401.93117390775893,0,free,desktop
C01370,control,2024-11-29,0,391.7363281773931,0,free,mobile
T00979,treatment,2024-11-27,0,303.91539514463136,0,standard,mobile
T01930,treatment,2024-11-30,1,468.0072063024957,0,free,desktop
T00020,treatment,2024-12-04,0,317.5987780966594,0,standard,desktop
T00610,treatment,2024-11-30,1,369.59801246266477,0,standard,desktop
C01626,control,2024-11-26,0,481.923182287445,0,free,mobile
T00425,treatment,2024-11-29,1,316.9463166779507,0,standard,mobile
T01053,treatment,2024-11-25,1,325.84261055192695,0,standard,desktop
T01007,treatment,2024-12-02,0,377.08293942025426,0,premium,desktop
C00599,control,2024-11-28,0,252.71456475671374,1,free,mobile
C01747,control,2024-12-06,0,438.24201424585357,0,free,desktop
T00351,treatment,2024-12-02,0,364.14535090726065,1,free,mobile
C01429,control,2024-11-27,0,257.1883146913148,1,standard,tablet
C01114,control,2024-12-04,0,391.03170093750646,0,free,mobile
C00642,control,2024-12-07,0,290.51519407175334,0,premium,desktop
C00402,control,2024-12-05,0,306.0064622607732,0,free,desktop
C00490,control,2024-11-26,0,258.3398965593046,1,free,mobile
T00499,treatment,2024-11-28,0,337.2722489282014,0,premium,desktop
C01003,control,2024-12-07,0,312.4891115524638,0,free,desktop
T00114,treatment,2024-11-29,0,179.7595244978852,0,free,desktop
T01484,treatment,2024-11-28,0,263.4403686426575,0,premium,desktop
C01878,control,2024-12-08,0,269.49288665658804,0,standard,mobile
T00473,treatment,2024-12-06,0,245.21115941355043,0,standard,desktop
C00270,control,2024-12-08,0,80.87140150085673,0,standard,desktop
T00341,treatment,2024-12-07,0,308.3169589806274,0,free,desktop
T01058,treatment,2024-12-02,0,418.32576494595133,0,free,desktop
T01198,treatment,2024-11-27,0,374.4367696247977,0,free,desktop
C01044,control,2024-11-29,0,349.0814665961362,0,standard,desktop
T01497,treatment,2024-12-08,0,271.5791047348285,0,standard,mobile
T00793,treatment,2024-11-29,0,541.5807541579411,0,free,desktop
T00392,treatment,2024-12-07,0,293.0696004245517,0,premium,mobile
T01470,treatment,2024-12-08,1,399.89182103891795,0,free,desktop
T01837,treatment,2024-12-06,0,466.5894515154764,1,free,desktop
T00358,treatment,2024-11-25,0,243.5168143912113,0,premium,desktop
T00334,treatment,2024-11-25,0,315.49844497102833,0,free,mobile
C00017,control,2024-12-02,0,330.7943234619611,0,standard,desktop
T01654,treatment,2024-11-25,1,468.398893252073,0,standard,mobile
C01210,control,2024-11-25,0,278.90289487710726,0,premium,desktop
T00117,treatment,2024-11-29,0,365.84832644498306,0,standard,desktop
C00229,control,2024-12-02,0,329.8607322041289,1,free,mobile
C01117,control,2024-11-25,0,323.9300116798946,0,free,mobile
C01292,control,2024-12-01,0,428.1963316370694,1,standard,mobile
C00495,control,2024-12-03,0,227.96099500305849,0,free,mobile
T01544,treatment,2024-12-04,0,356.71164942882376,0,standard,mobile
C00461,control,2024-11-25,0,178.23446526731294,0,standard,desktop
T00903,treatment,2024-11-27,0,369.04226668155576,0,free,tablet
C01563,control,2024-12-08,0,406.12374726495165,0,free,desktop
T00553,treatment,2024-11-30,0,329.463628229237,0,standard,tablet
C00318,control,2024-12-03,0,277.8052410248867,0,standard,desktop
T00453,treatment,2024-12-02,0,337.8543256753056,0,free,tablet
T01265,treatment,2024-11-25,0,344.2016160939384,0,standard,mobile
T00452,treatment,2024-12-01,0,430.0947574193455,0,free,desktop
C01491,control,2024-12-07,0,145.7328259033446,0,premium,mobile
T01572,treatment,2024-12-08,0,189.2800086469063,0,premium,tablet
C01289,control,2024-11-26,0,407.0248756962395,0,standard,mobile
T01322,treatment,2024-11-25,0,323.19407116394507,0,free,desktop
T01518,treatment,2024-12-07,0,269.5238693760422,0,premium,mobile
T01393,treatment,2024-11-25,0,540.34069610501,0,premium,desktop
T00233,treatment,2024-12-01,0,233.1415572543179,0,free,mobile
C00657,control,2024-12-03,1,508.2026849232757,0,standard,desktop
C01056,control,2024-12-06,0,190.95864200007253,0,standard,mobile
T00119,treatment,2024-11-28,0,445.0468326726946,1,free,mobile
T01194,treatment,2024-11-26,0,393.02637823348283,0,standard,mobile
T01894,treatment,2024-11-28,1,175.27218439222116,1,standard,desktop
C01662,control,2024-11-29,1,380.4347710787464,0,standard,mobile
C01330,control,2024-12-03,0,223.99098877500646,0,free,mobile
C01178,control,2024-12-02,0,334.53714640395907,0,standard,tablet
T01720,treatment,2024-11-28,0,428.48809786229697,1,free,desktop
T00157,treatment,2024-11-30,0,418.972933417431,0,free,desktop
C00298,control,2024-11-28,0,258.50503620864646,0,premium,desktop
C00093,control,2024-11-26,1,354.82374693334657,1,premium,mobile
T00404,treatment,2024-11-29,0,371.4614759375968,0,free,desktop
T01548,treatment,2024-11-29,1,384.9503555138598,0,free,desktop
C01575,control,2024-12-01,0,401.72498228311355,0,free,desktop
T01745,treatment,2024-12-04,0,434.49729780812146,0,standard,desktop
T00886,treatment,2024-12-08,1,305.8738528688228,0,standard,desktop
C01793,control,2024-12-04,1,286.7076789975594,0,free,desktop
C00023,control,2024-12-06,0,360.5742450952084,0,standard,mobile
T01350,treatment,2024-12-04,0,314.2825936805947,0,free,mobile
T01623,treatment,2024-11-27,1,427.5035825330117,0,free,mobile
C01731,control,2024-12-03,0,432.6101291782598,0,standard,desktop
C01084,control,2024-11-30,0,300.8270907912179,1,free,mobile
T01991,treatment,2024-12-05,0,363.03553063887165,0,standard,tablet
T00665,treatment,2024-12-08,0,405.361845365361,0,free,desktop
T00378,treatment,2024-11-25,1,403.9570215867473,0,free,mobile
C01272,control,2024-12-08,0,394.85063316412766,0,free,tablet
C00305,control,2024-11-27,1,390.1566290976023,0,free,desktop
T00902,treatment,2024-11-30,0,248.68573828438258,0,standard,mobile
T00761,treatment,2024-11-27,0,320.4181070652673,0,standard,desktop
C00598,control,2024-11-29,0,234.17449044495035,0,standard,desktop
T01879,treatment,2024-12-08,0,,1,free,desktop
C00871,control,2024-12-05,1,360.548562602771,0,free,desktop
T00545,treatment,2024-11-28,0,455.758122376021,0,standard,mobile
T00121,treatment,2024-11-26,0,406.14432357107154,0,free,desktop
C01360,control,2024-12-07,0,428.24119640938375,0,free,desktop
C01936,control,2024-12-04,0,384.0992118760331,0,free,tablet
T00758,treatment,2024-12-08,1,280.5629499134452,0,free,desktop
T01644,treatment,2024-12-08,0,403.14408090858586,0,standard,desktop
C01539,control,2024-12-07,0,270.5520337427941,1,free,tablet
T00210,treatment,2024-12-03,0,371.9279789480006,0,free,desktop
C01052,control,2024-11-30,0,3735.627014521244,0,standard,tablet
C01566,control,2024-11-28,0,404.7637229965944,0,standard,desktop
T01246,treatment,2024-12-04,0,319.92737486189566,0,free,desktop
C01926,control,2024-11-27,1,369.85655065711484,0,free,desktop
T00023,treatment,2024-11-28,0,503.6225848382651,1,premium,mobile
C00408,control,2024-11-25,0,225.02348389662748,0,premium,desktop
C00099,control,2024-12-08,0,133.94805349720943,0,free,desktop
C01211,control,2024-12-06,0,244.84092949772133,0,premium,desktop
C01432,control,2024-12-03,0,363.4118996306796,1,free,desktop
C00315,control,2024-11-25,1,472.72588750604064,0,free,desktop
C01173,control,2024-11-27,0,233.27788981245516,0,free,desktop
C01235,control,2024-11-26,0,187.27845257050598,0,premium,desktop
T01159,treatment,2024-12-07,0,212.88736401250793,0,free,mobile
T00732,treatment,2024-11-29,0,413.13504016374753,0,free,mobile
T01972,treatment,2024-11-25,1,318.59117379180185,0,free,mobile
T01640,treatment,2024-12-05,1,479.52579065423737,0,standard,desktop
C00751,control,2024-12-06,0,316.5999798358618,0,standard,desktop
T01115,treatment,2024-12-08,0,283.7310198078876,0,free,desktop
C00156,control,2024-11-30,0,307.60631244126034,0,free,desktop
T00561,treatment,2024-11-29,0,279.923420557907,0,free,desktop
C00120,control,2024-12-03,0,353.23217254214205,0,free,mobile
C01454,control,2024-12-05,0,436.5794090416653,0,premium,mobile
C00511,control,2024-11-25,0,250.41549658389283,0,free,desktop
C01517,control,2024-12-08,0,257.10242010827295,0,free,mobile
T01504,treatment,2024-12-03,0,292.2644308157569,0,free,desktop
T00016,treatment,2024-12-03,0,451.46104404487716,0,free,desktop
T01440,treatment,2024-12-02,0,295.7845390324696,0,free,mobile
T00846,treatment,2024-12-03,0,330.8487247174303,0,free,desktop
C01602,control,2024-12-03,0,378.240621697801,0,free,mobile
T01778,treatment,2024-12-06,0,408.10180806416264,0,standard,mobile
T01803,treatment,2024-11-25,0,,0,free,desktop
C00676,control,2024-12-02,0,411.02946714295217,0,standard,desktop
C00240,control,2024-11-30,0,152.9716643087827,0,standard,desktop
C01023,control,2024-11-27,0,368.1973970798231,0,free,mobile
T00216,treatment,2024-11-27,0,348.6470648085309,0,premium,desktop
C01511,control,2024-11-26,1,375.4270829573163,0,free,desktop
T00813,treatment,2024-12-03,0,332.9222079643092,0,free,desktop
T01225,treatment,2024-12-03,0,275.6100888463144,0,free,mobile
T01799,treatment,2024-12-03,0,350.1978732000505,0,free,desktop
T01763,treatment,2024-11-29,1,438.6578198519701,0,free,mobile
T00882,treatment,2024-11-26,0,390.72789429787076,0,free,desktop
C00486,control,2024-12-06,1,345.1082930876662,0,premium,desktop
T01361,treatment,2024-12-01,0,374.8767535709898,0,free,desktop
C01873,control,2024-12-03,1,237.86279659379062,0,free,desktop
T00461,treatment,2024-12-07,0,297.8616638075985,0,premium,desktop
T00437,treatment,2024-12-07,0,239.92492585073572,0,standard,desktop
C00354,control,2024-12-02,0,268.7011746060594,0,standard,desktop
C01017,control,2024-11-26,0,493.8874163321757,0,free,mobile
T01663,treatment,2024-12-04,1,277.0388041396333,0,free,tablet
C01741,control,2024-12-01,0,199.87963263633148,0,free,desktop
T00330,treatment,2024-12-03,1,335.93737144645405,0,standard,desktop
T00403,treatment,2024-12-04,1,417.85876994276464,0,free,desktop
C01220,control,2024-12-07,0,411.5131774616524,0,free,desktop
C00051,control,2024-11-29,0,245.8486906682141,0,free,desktop
T00722,treatment,2024-12-02,0,455.57148738557976,0,free,tablet
C01720,control,2024-11-25,0,384.4901676999889,0,standard,desktop
C00073,control,2024-12-07,0,145.34185097875772,0,premium,mobile
C01688,control,2024-11-27,0,238.81526286500912,0,standard,desktop
T00585,treatment,2024-12-02,0,422.04432852979613,0,standard,desktop
C00438,control,2024-11-29,0,403.70179949414825,0,standard,desktop
C01474,control,2024-11-26,0,322.50114422455164,0,standard,desktop
T00760,treatment,2024-11-26,0,323.4490415610975,0,free,desktop
C00802,control,2024-12-06,0,399.99364774584706,0,free,mobile
C00465,control,2024-12-01,0,296.6964485734096,0,free,desktop
T01084,treatment,2024-12-01,0,238.6590078807829,0,free,mobile
C01064,control,2024-12-05,0,214.87115598527885,0,free,mobile
T01910,treatment,2024-11-29,0,179.43259146939272,0,premium,desktop
C00157,control,2024-12-05,0,282.44597964322406,0,free,desktop
T00003,treatment,2024-11-25,0,345.6905873989356,0,premium,mobile
C01653,control,2024-11-29,0,316.8944198848857,0,free,desktop
C00052,control,2024-11-27,0,249.8391345773873,0,free,mobile
C01344,control,2024-12-04,0,278.9598475961608,0,free,mobile
C00220,control,2024-12-05,0,408.8622451108222,0,standard,desktop
C00564,control,2024-11-30,0,386.2212010313668,1,free,tablet
C00026,control,2024-11-26,0,275.0488432895763,1,standard,desktop
C01583,control,2024-12-07,0,336.56566163912663,0,free,desktop
T00014,treatment,2024-11-26,1,,0,free,tablet
C00214,control,2024-12-03,0,390.2340548790682,0,free,mobile
T00057,treatment,2024-11-25,0,282.38873302501366,0,free,desktop
C00937,control,2024-11-29,0,223.34652297747772,0,free,desktop
C00551,control,2024-12-04,0,331.9684756726465,0,free,desktop
T01026,treatment,2024-11-25,1,283.4957067131883,0,standard,mobile
T00586,treatment,2024-12-03,0,193.43963839834518,0,premium,desktop
C00325,control,2024-12-01,0,382.3539578097826,0,standard,desktop
T01270,treatment,2024-12-01,0,163.35892997119234,0,free,desktop
T01975,treatment,2024-12-05,0,227.59059903743014,0,free,desktop
C01670,control,2024-12-07,0,334.2712187190029,0,standard,mobile
C00829,control,2024-12-05,1,302.5345463314215,1,premium,mobile
T01116,treatment,2024-12-05,0,311.80770613300183,0,free,desktop
C00752,control,2024-11-25,0,431.83464581496366,0,premium,mobile
T01702,treatment,2024-12-02,0,324.75717921580303,0,free,desktop
T01237,treatment,2024-12-04,0,185.74407872827751,0,premium,desktop
T00476,treatment,2024-12-07,1,313.26662126420337,0,premium,mobile
C00044,control,2024-12-08,0,330.5148285373035,0,free,desktop
T01987,treatment,2024-12-04,0,316.50569013872337,0,free,desktop
C01553,control,2024-11-27,0,141.6637098534969,1,standard,mobile
C00501,control,2024-12-04,0,289.4420610694502,0,free,desktop
T00398,treatment,2024-12-01,0,376.20516146177556,0,free,mobile
C00976,control,2024-11-26,0,113.22479686570898,0,premium,desktop
T00527,treatment,2024-12-03,0,390.58809522473257,0,premium,desktop
C01192,control,2024-12-08,0,440.20977883799867,0,standard,mobile
C00810,control,2024-12-06,1,339.2174603566974,0,free,mobile
C00999,control,2024-12-04,0,266.3825090568632,0,free,desktop
C00568,control,2024-12-06,0,341.7933085439863,0,free,desktop
T00792,treatment,2024-11-30,0,206.6676598984864,0,standard,desktop
T01808,treatment,2024-12-08,0,313.31553095709376,0,free,mobile
T00031,treatment,2024-12-03,0,213.955815598821,0,standard,desktop
C00366,control,2024-11-26,0,423.61874068423424,0,free,desktop
C00457,control,2024-11-26,0,481.76856557088144,0,standard,desktop
C00256,control,2024-11-25,0,163.0251335081381,1,free,desktop
T00186,treatment,2024-12-08,0,294.2536501326126,0,free,desktop
T00270,treatment,2024-11-29,0,,0,standard,desktop
C01476,control,2024-11-25,1,193.78493251622126,0,standard,desktop
C00576,control,2024-12-06,0,380.83773256660936,0,standard,mobile
T00339,treatment,2024-12-02,0,341.8133304859184,0,free,mobile
T00140,treatment,2024-11-30,0,441.6029924200475,0,free,desktop
T00282,treatment,2024-12-08,0,459.66572251645346,0,free,mobile
T01736,treatment,2024-12-05,0,265.3474230963481,0,premium,desktop
C01764,control,2024-11-25,0,234.4592235808735,0,free,desktop
T00304,treatment,2024-11-30,0,258.06261678496173,0,standard,desktop
T00893,treatment,2024-11-27,0,324.02305271542605,0,free,desktop
C00291,control,2024-11-25,0,199.53865029857923,0,free,mobile
C00729,control,2024-11-29,0,275.7469025026371,0,free,desktop
C01613,control,2024-12-04,0,221.1762246358735,0,premium,desktop
C00134,control,2024-11-25,0,316.5027169130631,0,free,desktop
C01510,control,2024-11-27,0,240.7402579661457,1,free,desktop
T01221,treatment,2024-11-26,0,287.4841200451185,0,free,desktop
C00680,control,2024-11-28,0,266.82546834668983,0,premium,desktop
T01473,treatment,2024-12-05,0,443.0441852539147,0,free,desktop
C00263,control,2024-12-06,0,218.16238295395297,0,free,tablet
T00428,treatment,2024-11-26,1,466.06054562506097,0,free,desktop
T01349,treatment,2024-12-06,0,441.7593108428045,1,standard,desktop
T00241,treatment,2024-12-05,0,340.2108807354315,0,free,desktop
C00764,control,2024-11-26,0,304.6991572136888,0,free,mobile
C00056,control,2024-12-01,0,457.5207578286807,0,free,desktop
T00784,treatment,2024-12-05,0,394.42140080025285,0,free,desktop
C00682,control,2024-11-25,0,186.91266382963275,0,free,mobile
C01293,control,2024-12-02,0,330.453143554513,0,premium,mobile
T00185,treatment,2024-12-04,1,384.36354067617015,0,premium,mobile
C01309,control,2024-12-02,0,414.1258183934597,0,free,desktop
T01400,treatment,2024-12-03,0,3381.152392953555,1,free,mobile
C00544,control,2024-12-08,0,,0,free,tablet
C01860,control,2024-12-07,1,488.4052905050344,0,premium,desktop
T00708,treatment,2024-12-08,0,360.5877878437873,0,free,mobile
T01931,treatment,2024-12-05,0,373.18287208201787,0,free,tablet
C01728,control,2024-11-26,0,385.35049695961146,0,standard,desktop
T00345,treatment,2024-12-04,0,421.209399810742,1,premium,desktop
C00838,control,2024-12-03,0,448.07404561766225,0,premium,desktop
C00170,control,2024-12-05,0,426.998173135794,0,free,mobile
T00024,treatment,2024-11-29,0,,0,standard,mobile
T01846,treatment,2024-12-06,0,358.39979435583933,0,premium,desktop
T01584,treatment,2024-12-07,0,263.26614462530966,0,standard,mobile
C01550,control,2024-11-30,0,457.5933314082813,1,standard,desktop
C01588,control,2024-11-29,0,345.0042776846922,1,free,desktop
T00763,treatment,2024-11-26,0,483.421465367547,0,free,desktop
C00188,control,2024-12-07,0,450.09182889664794,0,premium,desktop
C00012,control,2024-12-05,0,351.36354849996195,0,standard,mobile
T01838,treatment,2024-12-03,0,424.52620940738746,0,standard,mobile
C00322,control,2024-12-08,0,475.49844056068264,0,standard,desktop
C00985,control,2024-11-26,1,260.93835215730564,0,free,desktop
T01629,treatment,2024-12-04,0,441.17779976310766,0,standard,desktop
C00432,control,2024-11-29,0,246.14794279340407,0,free,desktop
C01091,control,2024-11-26,0,288.7941177159993,0,standard,tablet
T00894,treatment,2024-12-04,0,307.4461171209846,0,standard,desktop
T00836,treatment,2024-11-29,0,332.5349080254042,0,free,mobile
T00891,treatment,2024-12-07,0,214.3902705366058,0,free,mobile
T00238,treatment,2024-11-30,1,393.8931268476846,0,standard,desktop
T01123,treatment,2024-11-28,1,502.3322015271856,0,standard,mobile
T01684,treatment,2024-11-28,0,426.83586570243244,0,standard,mobile
C01805,control,2024-11-26,0,353.5055062831481,0,standard,desktop
C01315,control,2024-11-27,0,56.41899778373255,0,standard,mobile
T00957,treatment,2024-11-27,0,383.61356108107935,0,free,desktop
C01096,control,2024-12-02,0,341.65331865094555,0,free,desktop
C01945,control,2024-12-03,0,6215.576283977072,0,standard,mobile
C01032,control,2024-11-28,0,433.43904874488436,0,standard,desktop
C01018,control,2024-12-07,0,370.25654848975034,0,standard,desktop
C00238,control,2024-12-02,0,318.748566090379,0,free,desktop
C00174,control,2024-12-06,0,203.0104688835502,0,standard,mobile
T00240,treatment,2024-11-27,1,282.93100455891505,0,premium,desktop
T00567,treatment,2024-12-01,1,295.34359333509366,0,free,desktop
C00818,control,2024-11-30,0,224.04563576803668,0,premium,desktop
C00990,control,2024-11-26,1,339.0227594788405,0,premium,mobile
C01916,control,2024-12-03,0,364.51463164562637,0,standard,desktop
C01113,control,2024-12-06,0,243.01354902962646,0,free,desktop
C01378,control,2024-12-02,0,74.86469268331365,0,premium,desktop
C01426,control,2024-11-25,0,147.97422794683473,0,premium,desktop
C00410,control,2024-12-06,0,386.6192781217891,0,free,desktop
C01138,control,2024-12-02,0,,0,free,desktop
C00817,control,2024-11-25,0,394.44039151199286,0,free,mobile
T00962,treatment,2024-12-04,0,2096.80593144472,0,standard,tablet
C01732,control,2024-12-02,0,480.55226531470464,0,free,mobile
T00348,treatment,2024-11-25,1,400.65664941697213,0,premium,desktop
C01450,control,2024-12-05,0,239.80892136921807,0,free,tablet
C00227,control,2024-12-01,0,289.35634551031217,0,free,desktop
T00700,treatment,2024-12-01,0,411.6379092642976,0,free,desktop
C01580,control,2024-12-07,0,303.64450414358566,0,free,tablet
C01161,control,2024-11-30,0,249.35214673015727,0,standard,desktop
C00351,control,2024-11-28,0,,0,free,tablet
C01393,control,2024-12-05,0,278.6594520503211,0,standard,desktop
C01263,control,2024-11-25,1,425.17110242618776,0,free,desktop
C01237,control,2024-11-25,0,423.7296748446404,0,free,mobile
C01200,control,2024-12-06,0,424.18656005028896,0,standard,mobile
T00178,treatment,2024-12-05,0,437.9676811422628,1,premium,mobile
